id,rank,overallRating,firstName,lastName,commonName,birthdate,height,weight,skillMoves,weakFootAbility,preferredFoot,position,positionType,alternatePositions,nationality,team,leagueName,playStyles,playStylesPlus,pac,sho,pas,dri,def,phy,acceleration,sprintSpeed,finishing,shotPower,longShots,volleys,penalties,positioning,shortPassing,longPassing,curve,freeKickAccuracy,crossing,vision,dribbling,ballControl,agility,balance,reactions,composure,interceptions,defensiveAwareness,standingTackle,slidingTackle,headingAccuracy,aggression,jumping,stamina,strength,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes
73838,10108,65,Alen,Sherri,,,197,83,1,3,1,GK,Defense,,Albania,Cagliari,Serie A Enilive,,,66,61,61,68,34,63,33,35,10,46,11,9,15,10,29,30,15,12,16,29,12,18,42,31,59,49,8,8,14,14,13,34,59,28,68,66.0,61.0,61.0,63.0,68.0
243765,10108,65,Sam,Sherring,,,188,81,2,4,1,CB,Defense,,England,MK Dons,EFL League Two,"Aerial,Anticipate",,77,31,49,54,64,74,80,74,23,50,26,27,40,33,60,58,33,28,44,35,50,54,64,65,62,60,60,67,65,61,64,63,84,70,79,,,,,
233378,10108,65,Jordan,Shipley,,,183,73,3,2,2,LB,Defense,"LM, CM",Republic of Ireland,Shrewsbury,EFL League One,Whipped Pass,,65,64,66,66,60,70,64,66,63,68,67,52,62,65,67,63,67,65,67,65,66,67,64,69,64,65,61,61,62,59,50,77,62,73,66,,,,,
234901,10108,65,Nicklas,Shipnoski,,,184,75,3,3,1,RM,Midfielder,RW,Germany,SV Waldhof,3. Liga,,,76,60,58,66,26,56,81,71,61,60,55,57,64,62,63,44,54,35,59,63,65,64,77,75,63,56,25,21,24,30,49,34,65,72,56,,,,,
238683,10108,65,Arne,Sicker,,,184,68,2,3,2,LB,Defense,"CB, LM",Germany,SV Elversberg,Bundesliga 2,"Quick Step,Rapid",,83,32,57,64,59,57,90,77,29,43,27,26,28,49,59,60,43,30,60,56,64,64,73,66,58,52,59,59,60,59,58,59,71,66,51,,,,,
73458,10108,65,Kyrylo,Sigeev,,,182,67,2,3,1,CM,Midfielder,CDM,Ukraine,Shakhtar Donetsk,Ukrayina Liha,,,62,49,62,63,61,61,61,63,48,53,51,37,44,58,71,69,54,48,50,60,61,67,60,68,65,63,66,60,64,59,48,65,56,64,59,,,,,
72400,10108,65,Rúnar,Þór Sigurgeirsson,,,186,75,2,3,2,LB,Defense,,Iceland,Willem II,Eredivisie,,,68,53,58,61,62,66,66,69,52,58,54,52,44,56,60,58,60,44,61,52,62,61,61,55,61,57,62,60,64,63,59,63,66,75,63,,,,,
237845,10108,65,Luís,Silva,,,184,81,2,3,2,LB,Defense,CB,Portugal,Widzew Łódź,PKO BP Ekstraklasa,,,69,35,55,54,67,61,70,68,30,50,30,28,45,35,59,54,57,32,61,48,49,60,58,53,63,56,66,67,67,67,67,64,76,35,72,,,,,
276452,10108,65,Teles,,,,180,78,2,2,1,CDM,Midfielder,RB,Portugal,SC Oțelul Galați,SUPERLIGA,,,75,44,57,64,64,66,74,76,43,42,51,38,38,53,66,54,45,48,50,57,60,65,71,74,64,61,62,65,66,63,58,64,68,80,59,,,,,
210427,10108,65,Fábio,Nunes,,,185,78,3,3,2,RW,Attack,"LB, RM",Portugal,Widzew Łódź,PKO BP Ekstraklasa,Rapid,,76,55,62,67,58,68,77,75,55,54,52,58,64,62,62,57,68,55,66,63,67,65,81,76,66,52,58,59,61,59,43,62,63,76,66,,,,,
251176,10108,65,Samuel,Silvera,,,173,69,3,3,1,LM,Midfielder,"RM, LW",Australia,Portsmouth,EFL Championship,,,73,59,58,69,36,60,75,71,59,64,59,49,41,65,60,53,63,51,58,61,71,67,70,79,56,59,41,34,35,36,34,64,51,71,53,,,,,
221567,10108,65,Sim,Sang Min,,,172,70,3,3,2,LB,Defense,,Korea Republic,Ulsan Hyundai,K League 1,,,76,46,60,62,57,71,77,75,47,45,46,34,42,57,62,58,58,39,65,58,59,61,77,74,58,60,57,60,58,60,43,67,63,84,66,,,,,
247950,10108,65,Gabriel,Simion,,,179,75,2,3,1,CDM,Midfielder,CM,Romania,FC Univ. Cluj,SUPERLIGA,Slide Tackle,,76,47,58,61,63,73,76,76,48,46,45,47,48,50,63,67,43,46,53,54,58,59,69,79,64,60,62,63,64,62,60,70,79,76,73,,,,,
230882,10108,65,Jack,Simpson,,,190,83,2,2,2,CB,Defense,LB,England,Leyton Orient,EFL League One,,,51,37,51,55,64,67,50,51,31,54,32,37,45,34,61,59,43,36,40,45,54,58,50,55,62,54,66,64,62,63,65,69,71,41,78,,,,,
276787,10108,65,Ayanda,Sishuba,,,169,61,4,4,1,CAM,Midfielder,,Belgium,Hellas Verona,Serie A Enilive,,,71,60,60,73,32,40,76,67,60,65,56,51,60,59,61,54,66,58,59,61,72,72,85,84,61,64,32,30,32,28,41,48,44,44,34,,,,,
246911,10108,65,Fredrik,Sjølstad,,,187,78,2,3,1,CB,Defense,CDM,Norway,HamKam Fotball,Eliteserien,,,65,43,57,61,64,70,67,63,32,55,51,36,46,60,64,63,34,42,48,61,60,62,60,54,65,59,65,65,63,61,61,66,73,71,71,,,,,
268375,10108,65,Fredrik,Sjøvold,,,168,62,2,4,1,RB,Defense,RW,Norway,FK Bodø/Glimt,Eliteserien,,,67,50,61,66,59,60,68,66,49,56,49,44,40,63,64,61,55,45,62,62,63,64,79,88,62,61,61,58,62,61,50,58,56,78,53,,,,,
229163,10108,65,Callum,Slattery,,,177,79,2,4,1,CM,Midfielder,CDM,England,Motherwell,Scottish Prem,,,68,60,61,66,60,73,69,67,61,62,62,42,58,61,68,65,63,70,42,63,66,67,70,59,54,62,61,60,63,62,47,73,65,75,73,,,,,
72893,10108,65,Levi,Smans,,,175,67,3,3,1,CAM,Midfielder,,Holland,sc Heerenveen,Eredivisie,,,70,62,61,65,43,58,71,69,68,59,56,47,54,67,66,63,61,47,54,62,64,68,65,67,57,66,44,42,42,41,47,55,59,65,55,,,,,
235014,10108,65,Jonny,Smith,,,173,70,3,3,2,RM,Midfielder,"RW, LM",England,Wigan Athletic,EFL League One,Rapid,,84,58,60,67,37,43,83,84,56,62,62,49,54,56,60,52,65,62,63,59,65,62,91,84,59,62,30,43,39,30,38,40,46,66,33,,,,,
277601,10108,65,Emran,Soglo,,,178,70,3,2,2,LM,Midfielder,"LB, LW",England,OM,Ligue 1 McDonald's,,,74,54,62,67,58,50,75,73,54,58,53,48,48,58,65,59,61,47,64,63,66,66,76,68,64,61,57,56,62,61,49,54,55,50,48,,,,,
240047,10108,65,Patrick,Soko,,,176,68,3,3,1,RM,Midfielder,RW,Cameroon,SD Huesca,LALIGA HYPERMOTION,"Incisive Pass,Quick Step,Rapid",,87,61,54,65,32,65,86,87,64,69,45,47,66,67,51,47,54,45,64,57,67,61,75,70,55,49,21,35,34,31,43,41,70,68,72,,,,,
244212,10108,65,Patryk,Sokołowski,,,181,71,3,3,1,CM,Midfielder,CDM,Poland,Cracovia,PKO BP Ekstraklasa,,,61,48,64,65,63,72,62,60,44,58,50,29,46,58,67,67,59,57,60,64,64,63,72,63,66,65,67,59,66,64,52,61,66,82,71,,,,,
71242,10108,65,Cristhian,Solano,,,178,74,3,3,1,LM,Midfielder,LW,Ecuador,Barcelona SC,Libertadores,,,76,66,58,67,34,55,75,76,71,66,62,57,59,62,59,55,53,41,63,57,68,65,72,68,57,59,37,33,29,23,56,44,66,62,55,,,,,
269796,10108,65,Julio,Soler,,,170,63,2,3,2,LB,Defense,CB,Argentina,Lanús,Sudamericana,,,82,41,49,62,62,60,80,83,42,40,38,39,49,48,51,45,39,41,64,39,60,64,68,72,54,45,61,62,66,64,50,69,65,60,55,,,,,
225251,10108,65,Joachim,Soltvedt,,,188,77,2,3,2,LB,Defense,,Norway,SK Brann,Eliteserien,Whipped Pass,,69,58,61,61,60,64,70,68,59,60,58,43,52,60,60,59,60,63,63,60,60,64,60,72,58,50,57,60,65,63,51,57,63,74,61,,,,,
250847,10108,65,Sven,Sonnenberg,,,194,86,2,3,1,CB,Defense,,Germany,Saarbrücken,3. Liga,,,53,28,43,49,64,75,45,59,24,44,18,25,33,28,59,58,27,25,28,26,44,54,53,34,58,65,62,64,66,63,67,66,64,70,82,,,,,
250812,10108,65,Ruel,Sotiriou,,,175,71,3,3,1,ST,Attack,"CAM, LM",Cyprus,Bristol Rovers,EFL League One,,,83,65,56,69,22,62,83,83,65,67,65,57,54,66,58,45,61,53,57,58,70,64,83,83,60,58,14,14,25,20,53,40,69,84,59,,,,,
227894,10108,65,Almir,Soto,,,180,70,2,3,1,CM,Midfielder,"CDM, RB",Colombia,Dep. La Guaira,Sudamericana,,,56,62,59,63,64,72,53,58,54,76,77,30,43,63,65,65,40,53,52,57,62,66,67,59,65,57,68,60,68,66,58,65,66,79,71,,,,,
273962,10108,65,Moussa,Soumano,,,185,80,2,3,1,ST,Attack,,France,AC Ajaccio,Ligue 2 BKT,,,75,66,51,61,27,64,74,76,66,71,65,59,64,64,58,40,44,42,44,56,60,62,61,64,63,65,19,25,26,19,63,45,75,63,70,,,,,
235027,10108,65,Luke,Southwood,,,185,72,1,3,1,GK,Defense,,Northern Ireland,Bolton,EFL League One,"1v1 Close Down,Far Reach,Long Ball Pass",,65,64,68,64,54,64,54,55,9,51,7,7,12,4,48,51,11,10,11,59,21,32,68,58,63,52,15,18,11,16,16,45,51,32,40,65.0,64.0,68.0,64.0,64.0
240606,10108,65,Jack,Sparkes,,,177,63,3,3,2,LB,Defense,,England,Peterborough,EFL League One,,,70,46,62,63,59,64,72,69,41,51,50,37,49,56,61,56,69,58,71,59,62,61,73,77,59,58,61,58,61,59,54,64,63,78,57,,,,,
229508,10108,65,Sven,Sprangler,,,182,77,2,3,1,CM,Midfielder,CDM,Austria,St. Johnstone,Scottish Prem,,,66,49,61,65,63,72,65,66,40,60,60,42,40,65,66,64,37,42,57,67,65,66,59,66,60,70,64,63,63,60,64,70,73,75,71,,,,,
242055,10108,65,Adam,Ståhl,,,187,75,3,3,1,LB,Defense,RB,Sweden,Djurgårdens IF,Allsvenskan,Aerial,,75,60,61,64,59,71,73,77,61,65,57,52,56,64,63,56,56,58,60,62,64,64,68,68,62,62,58,59,59,57,58,65,74,74,72,,,,,
248041,10108,65,Florin,Ștefan,,,183,72,3,2,2,LB,Defense,,Romania,Sepsi OSK,SUPERLIGA,,,75,57,60,60,60,69,72,77,55,63,60,48,48,60,61,58,62,58,64,56,58,59,70,68,59,60,58,59,62,62,61,63,73,71,69,,,,,
236634,10108,65,Halldor,Stenevik,,,185,72,4,3,1,RW,Attack,"LB, RB, RM",Norway,Molde FK,Eliteserien,Technical,,77,55,61,65,49,68,78,76,58,54,50,48,49,64,63,57,58,41,65,63,64,64,76,72,60,60,50,47,51,50,49,65,67,79,64,,,,,
256954,10108,65,Jonas,Sterner,,,180,77,2,4,1,RB,Defense,"RM, CM",Germany,Dynamo Dresden,3. Liga,,,80,43,61,64,60,62,77,82,38,56,42,36,36,48,65,62,49,46,58,64,62,65,73,75,58,56,58,62,63,60,49,65,63,68,58,,,,,
258043,10108,65,Mihailo,Stevanovic,,,186,74,2,3,1,CDM,Midfielder,CM,Serbia,FC St. Gallen,CSSL,,,71,59,60,66,61,70,70,72,61,67,56,40,46,60,71,63,37,41,55,55,67,67,70,62,60,52,58,62,63,60,58,58,72,72,74,,,,,
266564,10108,65,Nikola,Stevanović,,,190,80,2,3,1,CB,Defense,,Serbia,SC Oțelul Galați,SUPERLIGA,,,51,23,37,46,66,72,53,50,18,41,17,22,25,24,44,34,26,18,39,33,38,49,52,54,59,61,63,65,68,65,68,67,75,59,81,,,,,
276967,10108,65,Layton,Stewart,,,176,66,2,3,1,ST,Attack,,England,Preston,EFL Championship,,,73,66,51,67,33,57,75,71,68,68,60,59,59,68,57,48,45,47,42,54,66,65,79,80,62,62,28,28,35,31,56,57,66,58,56,,,,,
252902,10108,65,Michel,Stöcker,,,184,72,2,3,2,LB,Defense,CB,Germany,SC Verl,3. Liga,"Acrobatic,Intercept",,64,38,52,54,63,65,63,64,32,56,31,43,37,45,59,50,39,37,60,39,47,58,65,66,62,52,61,63,65,62,62,61,65,81,59,,,,,
207828,10108,65,Cole,Stockton,,,186,75,2,3,1,ST,Attack,,England,Salford City,EFL League Two,Power Shot,,65,66,52,61,33,78,63,67,65,70,68,67,58,65,55,49,52,57,41,59,58,60,65,72,65,63,25,32,34,12,66,68,78,80,81,,,,,
247978,10108,65,Ionuț,Stoica,,,186,83,2,2,2,CB,Defense,,Romania,FC Hermannstadt,SUPERLIGA,Power Header,,44,23,37,37,63,80,34,52,18,36,18,26,36,26,55,34,23,21,23,27,29,39,32,60,60,59,60,62,66,61,68,83,70,71,84,,,,,
233109,10108,65,Finn,Stokkers,,,180,81,2,3,1,ST,Attack,,Holland,Go Ahead Eagles,Eredivisie,,,63,65,44,65,29,70,67,60,66,68,61,60,63,65,54,32,54,41,32,44,63,67,71,64,62,66,16,40,18,14,65,44,85,74,77,,,,,
257669,10108,65,Rafał,Strączek,,,188,80,1,2,1,GK,Defense,,Poland,GKS Katowice,PKO BP Ekstraklasa,,,68,64,64,68,24,65,24,25,6,48,7,8,18,5,28,18,10,12,14,39,5,18,31,50,51,45,12,5,14,12,13,33,48,27,53,68.0,64.0,64.0,65.0,68.0
243125,10108,65,Simon,Strand,,,175,70,2,4,1,LB,Defense,RB,Sweden,Hammarby IF,Allsvenskan,,,81,31,54,61,59,73,79,82,27,34,33,30,32,55,58,57,45,45,59,46,58,60,73,79,58,51,61,60,59,62,45,80,67,81,67,,,,,
248823,10108,65,Simon,Straudi,,,176,73,3,3,1,RB,Defense,RM,Italy,Austria Klagenfurt,Ö. Bundesliga,,,70,51,62,66,62,64,72,68,51,56,46,50,46,57,64,61,60,41,63,63,66,62,73,76,65,58,64,60,64,62,58,63,71,56,68,,,,,
264442,10108,65,Philipp,Strompf,,,194,91,2,3,2,CB,Defense,,Germany,SSV Ulm 1846,Bundesliga 2,Aerial,,54,33,40,43,63,75,45,61,31,41,28,38,36,29,53,42,37,28,29,32,38,47,44,32,57,49,56,64,65,66,68,63,74,63,86,,,,,
272712,10108,65,Elliot,Stroud,,,180,75,2,3,2,LB,Defense,,Sweden,Mjällby AIF,Allsvenskan,,,74,56,61,65,58,61,76,73,57,57,61,34,45,58,63,60,59,52,66,55,63,65,72,70,61,59,56,58,60,58,54,56,66,70,58,,,,,
261993,10108,65,Álex,Cardero,,,180,67,4,4,1,LM,Midfielder,"CAM, CM, LW",Spain,R. Oviedo,LALIGA HYPERMOTION,"Flair,Technical",,72,64,65,68,53,46,73,71,64,65,67,60,58,59,66,62,67,67,61,67,66,67,82,74,57,64,57,48,56,51,52,43,52,56,42,,,,,
261497,10108,65,Manuel,Sulbarán,,,167,64,3,3,1,LM,Midfielder,"RM, CAM, LW",Venezuela,Caracas FC,Libertadores,Rapid,,77,52,60,67,40,46,74,79,55,55,46,45,38,59,65,60,42,44,62,56,69,63,69,88,58,48,44,34,40,47,41,51,44,58,38,,,,,
70427,10108,65,Franck,Surdez,,,188,68,3,4,1,LM,Midfielder,LW,Switzerland,KAA Gent,1A Pro League,,,76,65,56,67,24,47,74,78,67,70,57,58,61,61,52,41,52,62,70,62,70,66,72,59,50,61,21,17,23,21,52,28,57,61,47,,,,,
253057,10108,65,Zak,Swanson,,,189,77,2,4,1,RB,Defense,,England,Portsmouth,EFL Championship,Jockey,,72,48,62,63,61,64,73,71,45,58,42,48,56,52,65,60,64,51,63,60,61,63,72,67,60,59,59,60,64,63,54,66,67,63,64,,,,,
211217,10108,65,Dan,Sweeney,,,191,78,2,2,1,CB,Defense,,England,Stevenage,EFL League One,"Aerial,Anticipate",,50,42,51,54,64,75,46,53,39,52,41,37,41,47,60,56,40,34,35,54,52,57,46,50,62,56,62,65,64,62,64,71,70,71,80,,,,,
234747,10108,65,Przemysław,Szymiński,,,185,76,2,3,1,CB,Defense,,Poland,Frosinone,Serie BKT,,,68,39,52,58,65,73,70,66,31,52,45,28,39,47,58,53,35,30,53,51,55,56,68,72,59,66,64,69,64,63,62,70,75,72,75,,,,,
266659,10108,65,Jesper,Taaje,,,192,85,2,3,1,CB,Defense,,Norway,Strømsgodset IF,Eliteserien,"Aerial,Bruiser,Long Ball Pass,Power Header",,63,29,43,53,63,78,61,65,25,41,26,22,35,23,57,57,24,27,27,34,53,56,50,37,59,59,60,61,64,62,70,65,81,72,86,,,,,
256024,10108,65,Nkosi,Tafari,,,193,84,2,3,1,CB,Defense,RB,United States,FC Dallas,MLS,"Long Ball Pass,Slide Tackle",,57,36,47,54,65,75,67,49,35,43,35,22,30,33,62,66,21,27,26,40,50,56,50,58,64,71,68,67,66,62,57,60,75,73,81,,,,,
239672,10108,65,Harald,Nilsen Tangen,,,177,73,3,3,1,CAM,Midfielder,CM,Norway,Sarpsborg 08,Eliteserien,Technical,,74,58,60,70,38,68,76,73,61,58,56,47,51,61,63,61,54,51,58,61,72,68,80,74,58,59,26,35,40,43,56,62,72,76,66,,,,,
257568,10108,65,Sander,Tangvik,,,193,80,1,2,1,GK,Defense,,Norway,Rosenborg BK,Eliteserien,Cross Claimer,,65,64,63,66,57,65,56,58,12,47,12,13,18,14,30,35,15,16,16,55,17,25,49,46,54,41,15,15,15,15,12,23,61,26,55,65.0,64.0,63.0,65.0,66.0
269175,10108,65,Ollie,Tanner,,,177,69,3,2,2,RM,Midfielder,"LM, RW",England,Cardiff City,EFL Championship,,,74,59,62,67,55,56,76,73,59,63,59,61,47,59,64,59,63,52,61,62,66,67,74,70,60,57,50,55,58,49,58,51,68,60,55,,,,,
253225,10108,65,Abdoul,Fessal Tapsoba,,,177,71,3,3,1,ST,Attack,"LM, CAM",Burkina Faso,Standard Liège,1A Pro League,Rapid,,83,66,54,67,22,54,84,83,65,69,66,68,61,65,63,40,38,42,55,54,65,67,81,73,52,57,23,15,18,19,57,38,71,59,56,,,,,
261196,10108,65,David,Justin Taylor,,,173,72,2,2,1,RB,Defense,LB,United States,Minnesota United,MLS,,,70,30,50,59,62,70,70,70,25,36,31,24,31,47,58,51,30,25,55,43,56,60,61,71,64,49,64,62,64,63,47,60,66,69,75,,,,,
251592,10108,65,Terry,Taylor,,,185,78,2,3,1,CDM,Midfielder,CM,Wales,Charlton Ath,EFL League One,Dead Ball,,58,55,64,62,62,67,56,60,54,59,53,50,54,56,64,64,66,65,65,63,61,62,62,63,62,60,63,61,63,63,59,71,64,64,67,,,,,
262731,10108,65,Connor,Taylor,,,183,86,2,3,1,CB,Defense,,England,Bristol Rovers,EFL League One,,,57,29,45,49,65,72,63,52,25,40,22,31,41,31,59,54,34,28,33,35,41,54,56,55,60,54,62,64,67,64,65,57,76,71,79,,,,,
246007,10108,65,Ryan,Teague,,,182,76,2,3,2,CDM,Midfielder,CM,Australia,Melb. Victory,A-League,Press Proven,,57,53,54,65,59,74,64,52,60,47,52,29,38,65,65,63,28,33,32,64,67,66,52,69,64,68,60,61,60,58,44,70,63,70,78,,,,,
258536,10108,65,Cedric,Teguía,,,180,74,3,3,2,LM,Midfielder,LW,Spain,FC Cartagena,LALIGA HYPERMOTION,Rapid,,80,61,61,62,54,74,81,79,57,76,61,59,43,59,62,56,68,67,67,56,60,62,70,74,60,61,59,52,51,54,59,70,80,75,74,,,,,
258357,10108,65,Rui,Encarnação,,,185,73,1,2,1,GK,Defense,,Portugal,Nacional,Liga Portugal,,,66,60,57,68,27,63,24,31,9,43,8,9,10,4,25,28,10,11,11,42,10,19,32,43,66,30,13,9,13,10,11,22,44,25,45,66.0,60.0,57.0,63.0,68.0
276363,10108,65,Kay,Tejan,,,188,85,4,3,2,ST,Attack,RM,Holland,USL Dunkerque,Ligue 2 BKT,"Flair,Technical",,68,62,53,67,32,84,67,68,65,67,48,62,64,60,62,38,51,39,58,47,67,69,74,62,58,61,36,23,32,19,64,72,84,71,95,,,,,
227835,10108,65,Tesfaldet,Tekie,,,175,65,3,3,1,CM,Midfielder,,Sweden,Hammarby IF,Allsvenskan,"Finesse Shot,Flair,Incisive Pass,Long Ball Pass,Technical",,76,56,65,71,50,56,77,76,49,67,62,57,48,52,65,69,64,54,63,67,68,67,91,80,68,67,62,55,48,44,24,63,42,78,43,,,,,
262583,10108,65,Tonio,Teklić,,,182,76,3,3,2,CAM,Midfielder,RW,Croatia,Trabzonspor,Trendyol Süper Lig,,,81,60,62,67,34,63,81,81,57,68,67,49,46,59,64,58,68,60,56,66,68,65,78,67,62,57,31,38,36,27,32,67,60,62,63,,,,,
240434,10108,65,Jordan,Tell,,,185,74,3,3,1,ST,Attack,"RM, LM",France,Laval MFC,Ligue 2 BKT,,,58,65,59,66,31,64,66,52,65,68,63,63,66,65,67,52,54,44,62,53,66,65,69,61,64,63,28,27,25,24,70,56,72,62,68,,,,,
250998,10108,65,Søren,Tengstedt,,,187,82,2,4,2,CAM,Midfielder,"RM, ST",Denmark,Go Ahead Eagles,Eredivisie,,,63,64,61,68,22,65,77,52,66,70,58,56,55,63,64,59,56,58,59,60,69,70,68,59,64,64,15,19,17,19,59,47,77,62,73,,,,,
276287,10108,65,Jano,ter Horst,,,181,79,2,3,1,RB,Defense,RM,Germany,Preußen Münster,Bundesliga 2,,,70,36,50,59,62,66,69,70,32,47,35,33,37,38,58,55,36,23,57,36,58,58,65,68,64,47,61,63,63,61,60,57,70,70,68,,,,,
247173,10108,65,Carlos,Terán,,,187,85,2,3,1,CB,Defense,RB,Colombia,Chicago Fire FC,MLS,Long Throw,,69,31,41,49,66,71,67,70,24,44,28,22,39,45,55,49,23,24,28,33,43,52,57,52,54,53,64,63,70,69,61,59,76,62,79,,,,,
276166,10108,65,Andrea,Tessiore,,,177,70,3,4,1,CAM,Midfielder,CM,Italy,Cittadella,Serie BKT,,,76,64,65,63,58,60,78,75,60,73,68,67,58,59,68,65,67,51,63,65,62,63,70,74,61,53,57,58,58,58,55,53,69,67,59,,,,,
198019,10108,65,Pascal,Testroet,,,185,86,3,4,1,ST,Attack,,Germany,FC Ingolstadt 04,3. Liga,Aerial,,63,67,56,62,38,76,54,70,64,75,65,66,72,63,60,41,73,41,57,58,60,63,60,74,65,61,35,32,40,33,64,70,73,72,80,,,,,
188202,10108,65,Yannick,Thoelen,,,188,81,1,2,1,GK,Defense,,Belgium,KV Mechelen,1A Pro League,,,64,66,63,61,38,66,36,42,11,47,12,13,20,5,26,33,16,17,14,40,12,19,43,33,59,36,13,10,20,19,13,27,58,27,61,64.0,66.0,63.0,66.0,61.0
229349,10108,65,Jordan,Thorniley,,,181,79,2,2,2,CB,Defense,,England,Oxford United,EFL Championship,"Block,Bruiser",,59,36,52,55,65,70,61,57,32,43,34,34,49,31,63,62,32,29,50,36,52,56,52,70,62,63,64,65,65,65,62,66,72,65,73,,,,,
257308,10108,65,Samson,Okikiola Tijani,,,175,70,2,3,1,CM,Midfielder,CDM,Nigeria,RB Salzburg,Ö. Bundesliga,,,72,51,62,65,64,68,76,68,53,51,55,33,32,58,67,63,43,48,57,66,61,64,78,79,68,58,67,64,68,65,49,67,67,70,68,,,,,
73348,10108,65,Yacine,Titraoui,,,170,65,2,3,1,CM,Midfielder,,Algeria,Sp. Charleroi,1A Pro League,,,67,53,63,69,54,53,70,65,55,50,50,41,50,70,69,65,40,40,55,68,70,71,65,85,60,50,55,60,50,60,40,55,49,60,50,,,,,
268411,10108,65,Vinícius,Tobías,,,175,66,3,3,1,RB,Defense,,Brazil,Shakhtar Donetsk,Ukrayina Liha,Flair,,71,44,56,67,61,64,70,72,42,50,40,31,49,61,58,55,43,48,58,56,67,68,68,76,64,60,61,60,62,60,57,63,67,66,64,,,,,
277902,10108,65,Logi,Tómasson,,,187,80,3,3,2,LB,Defense,,Iceland,Strømsgodset IF,Eliteserien,,,80,55,60,63,57,71,81,79,54,65,54,43,36,58,62,62,56,46,65,56,61,63,71,61,60,60,55,57,58,56,60,55,81,78,73,,,,,
210452,10108,65,Diego,Tonetto,,,176,66,3,3,2,LM,Midfielder,"CM, LW",Argentina,Ind. Rivadavia,Primera División,,,65,62,67,67,39,47,67,64,52,72,71,68,66,60,62,71,72,74,72,63,67,68,71,72,59,64,47,38,35,34,44,41,46,53,47,,,,,
254809,10108,65,Kristoffer,Tønnessen,,,184,76,2,2,2,LB,Defense,CB,Norway,Lillestrøm SK,Eliteserien,,,72,46,60,58,61,67,74,71,42,50,52,36,39,54,63,61,56,48,62,58,56,58,65,65,61,57,61,60,63,60,56,55,71,74,68,,,,,
71467,10108,65,Vicente,Emanuel Torres,,,181,72,2,3,1,CDM,Midfielder,CM,Ecuador,Técnico U.,Sudamericana,,,65,49,52,59,65,65,64,66,51,50,46,39,50,55,68,64,30,28,27,51,57,65,59,55,56,53,58,69,67,62,61,59,68,73,64,,,,,
274195,10108,65,Andrés,Torrico,,,169,63,3,2,1,RM,Midfielder,"CM, RB, RW",Bolivia,Nacional Potosí,Sudamericana,,,71,62,61,67,46,58,72,70,61,66,64,39,65,61,63,60,61,45,62,63,67,65,65,86,60,62,54,44,47,40,38,58,55,60,58,,,,,
271528,10108,65,Saikou,Touray,,,175,74,2,2,1,CM,Midfielder,CAM,Gambia,Grenoble Foot 38,Ligue 2 BKT,,,65,53,63,68,56,67,68,63,53,61,52,30,48,57,71,69,37,37,55,63,70,69,60,74,61,56,57,49,62,61,53,63,64,71,66,,,,,
204979,10108,65,Ibou,Touray,,,177,68,2,3,2,LB,Defense,,Gambia,Stockport,EFL League One,"Block,Long Ball Pass,Relentless,Whipped Pass",,84,50,58,62,57,70,82,85,48,57,50,45,48,54,56,53,65,58,64,55,61,55,81,77,56,59,59,56,58,56,53,68,79,89,61,,,,,
203889,10108,65,Yoann,Touzghar,,,179,75,3,3,1,ST,Attack,,Tunisia,AC Ajaccio,Ligue 2 BKT,Chip Shot,,62,66,61,64,24,65,56,67,65,68,64,67,69,66,67,57,51,55,51,66,60,64,78,69,63,67,18,18,22,18,68,55,71,58,71,,,,,
259131,10108,65,Jacob,Trenskow,,,178,64,3,2,2,RW,Attack,"CM, RM",Denmark,sc Heerenveen,Eredivisie,,,66,60,62,67,48,46,64,68,63,58,57,55,51,63,62,58,52,54,65,66,66,67,74,72,61,61,45,47,51,47,45,57,43,52,39,,,,,
252700,10108,65,Kai,Trewin,,,178,72,2,4,1,CB,Defense,"LB, CDM",Australia,Melbourne City,A-League,"Block,Intercept,Jockey,Slide Tackle",,66,43,56,58,64,77,64,68,39,52,45,37,44,46,62,62,53,41,43,57,55,56,67,67,64,62,64,64,65,64,58,64,73,85,78,,,,,
270887,10108,65,Nectarios,Triantis,,,191,78,2,3,1,CB,Defense,,Australia,Hibernian,Scottish Prem,"Block,Jockey,Pinged Pass",,57,34,56,48,63,70,63,52,25,56,34,24,30,36,58,64,34,34,50,63,39,56,51,42,66,55,64,62,65,64,61,80,69,63,69,,,,,
268081,10108,65,Simone,Trimboli,,,176,69,2,2,1,CDM,Midfielder,CM,Italy,Mantova,Serie BKT,,,61,52,63,63,60,58,65,57,51,62,42,51,72,45,71,65,57,52,48,65,58,70,61,75,65,64,60,62,63,57,49,52,59,60,60,,,,,
220616,10108,65,Miłosz,Trojak,,,191,87,2,2,1,CB,Defense,,Poland,Korona Kielce,PKO BP Ekstraklasa,"Block,Intercept",,54,48,59,59,64,74,53,54,42,58,57,33,52,38,63,63,49,33,57,60,56,58,65,68,66,60,61,67,62,62,67,63,74,72,80,,,,,
225511,10108,65,Connal,Trueman,,,186,74,1,3,1,GK,Defense,,England,Millwall,EFL Championship,,,66,64,60,68,46,63,47,44,15,45,17,12,26,12,41,46,16,20,18,37,21,29,39,65,56,33,23,29,22,24,23,29,50,35,40,66.0,64.0,60.0,63.0,68.0
